PROCEDURE,Billing Description,UNIT CHARGE
300000330,SNRPN/UBE3A METHYLATION ANALYSIS - FACILITY,494.26
300000331,SOLID TUMOR TARGETED CANCER PANEL - FACILITY,2393.26
300000332,HANDLG&/OR CONVEY OF SPEC FOR TR FROM PT TO LAB - FACILITY,20
300000333,"SPERM ISOLATION, COMPLEX - FACILITY",394.87
300000334,SPERM STRICT ONLY - FACILITY,150.09
300000335,SPINK1 FULL GENE ANALYSIS - FACILITY,253.02
300000336,SPUTUM SPECIMEN COLLECTION - FACILITY,150.11
300000337,COMPARATIVE ANAL STR MARKERS EA ADDL SPECIMEN - FACILITY,438.31
300000339,SUMF1 FULL GENE ANALYSIS - FACILITY,1723.47
300000340,SUMF1 KNOWN MUTATION - FACILITY,624.77
300000341,COLLECT SWEAT FOR TEST - FACILITY,173.71
300000342,TACI FULL GENE SEQUENCE - FACILITY,574.03
300000351,TNFRSF1A FULL GENE ANLYS - FACILITY,715.37
300000352,TP53 FULL GENE ANALYSIS - FACILITY,739.83
300000353,TP53 MUT EXONS 4-9 - FACILITY,761.76
300000354,TPMT GENOTPYE - FACILITY,479.46
300000355,TRB@ REARRANGEMENT ANAL AMPLIFICATION METHOD - FACILITY,721.16
300000356,TREC IMMUNE RECONSTITUTION - FACILITY,417.21
300000357,TRG@ GENE REARRANGEMENT ANALYSIS - FACILITY,694.53
300000359,TTR FULL GENE ANALYSIS - FACILITY,403.21
300000360,TYMS GENE - FACILITY,449.18
300000361,UBE3A FULL GENE ANALYSIS - FACILITY,1040.55
300000362,UBE3A GENE KNOWN MUTATION - FACILITY,727.34
300000363,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,965.01
300000365,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,965.01
300000366,UGT1A1 KNOWN MUTATION - FACILITY,615.19
300000368,UPD UNIPARENTAL DISOMY - FACILITY,427.4
300000370,"COLLECTION VENOUS BLOOD,VENIPUNCTURE - FACILITY",29.69
300000371,VHL GENE FULL GENE ANALYSIS - FACILITY,977.02
300000372,VHL KNOWN MUTATION - FACILITY,468.25
300000373,VWF GENE 2N NORMANDY - FACILITY,1201.56
300000376,CPOX FULL GENE ANALYSIS - FACILITY,1799.79
300000378,SPEC COLLECT ARTERIAL LINE - FACILITY,72.69
300000381,VKORC1 GENE ANALYSIS COMMON VARIANT(S) - FACILITY,308.71
300000384,MECP2 GENE ANALYSIS DUPLICATION/DELETION VARIANT - FACILITY,303.96
300000385,CELL ENUM SELECT/ID FLUID - FACILITY,361.59
300000387,ACVRL1 FULL GENE SEQUENCE - FACILITY,139.61
300000388,BRAF GENE ANALYSIS V600 VARIANT(S) - FACILITY,339.18
300000389,81405 GENES - FACILITY,53.8
300000393,CYP2D6 GENE ANALYSIS COMMON VARIANTS - FACILITY,779.5
300000394,MOLECULAR PATHOLOGY PROCEDURE LEVEL 1 - FACILITY,213.5
300000396,CYTOGENOM CONST MICROARRAY COPY NUMBER&SNP VAR - FACILITY,1671.95
300000397,MTHFR GENE ANALYSIS COMMON VARIANTS - FACILITY,306.63
300000398,HLA CLASS II TYPING LOW RESOLUTION ONE LOCUS EA - FACILITY,362.4
300000400,APOB GENOTYPE (ADHP) - FACILITY,402.09
300000401,GALT KNOWN MUTATION - FACILITY,691.64
300000402,IDS KNOWN MUTATION - FACILITY,546.21
300000405,SMAD4 KNOWN MUTATION - FACILITY,534.79
300000407,STK11 KNOWN MUTATION - FACILITY,668.5
300000408,X-ALD KNOWN MUTATION - FACILITY,390.21
300000409,SDH SUBUNIT C GENE ANALYSIS - FACILITY,154.16
300000410,IDS FULL GENE ANALYSIS - FACILITY,1844.12
300000412,STK11 FULL GENE ANALYSIS - FACILITY,1040.32
300000413,VWD GN ANALYSIS EXONS 18-24 - FACILITY,1440.47
300000414,X-ALD FULL GENE ANALYSIS - FACILITY,1072.81
300000416,NGS ACUTE MYELOID LEUKEMIA - FACILITY,1648.74
300000417,ONCOHEME NGS FOR HEMATOLOGIC CANCER - FACILITY,1966.61
300000418,2D6 SEQUENCING +1 - FACILITY,745.69
300000419,2D6 SEQUENCING +2 - FACILITY,1393.41
300000420,2D6 SEQUENCING +3 - FACILITY,1898.74
300000421,2D6 SEQUENCING +4 - FACILITY,2404.04
300000422,2D6 SEQUENCING +5 - FACILITY,2909.35
300000423,2D6 SEQUENCING +6 - FACILITY,3414.67
300000424,APAOA1 KNOWN MUTATION - FACILITY,672.99
300000425,APOA2 FULL GENE ANALYSIS - FACILITY,1126.74
300000426,APOA2 KNOWN MUTATION - FACILITY,672.99
300000427,AXIN2 FULL GENE ANALYSIS - FACILITY,1121.74
300000428,AXIN2 KNOWN MUTATION - FACILITY,668.5
300000429,BMPR1A FULL GENE ANALYSIS - FACILITY,1051.62
300000430,BMPR1A KNOWN MUTATION - FACILITY,668.5
300000431,COMT GENOTYPE SALIVA - FACILITY,701.12
300000432,CPOX KNOWN MUTATION - FACILITY,667.23
300000434,FECH KNOWN MUTATION - FACILITY,216.73
300000435,FTCD KNOWN MUTATION - FACILITY,839.87
300000436,GNPTAB KNOWN MUTATION - FACILITY,699.34
300000437,LYZ KNOWN MUTATION - FACILITY,672.99
300000438,MLH3K KNOWN MUTATION - FACILITY,668.5
300000439,MLH3S FULL GENE ANALYSIS - FACILITY,1402.17
300000440,MLYCD FULL GENE ANALYSIS - FACILITY,1829.49
300000441,MLYCD KNOWN MUTATION - FACILITY,877.79
300000442,MMADHC FULL GENE ANALYSIS - FACILITY,1023.07
300000443,MMADHC KNOWN MUTATION - FACILITY,677.39
300000444,MPS IIIA KNOWN MUTATION - FACILITY,216.73
300000445,MPS IIIB FULL GENE ANALYSIS - FACILITY,1704.07
300000446,MPS IIIB KNOWN MUTATION - FACILITY,624.77
300000447,MPSVI KNOWN MUTATION - FACILITY,506.94
300000448,PPOX FULL GENE ANALYSIS - FACILITY,1510.03
300000449,PPOX KNOWN MUTATION - FACILITY,701.09
300000450,TACI KNOWN MUTATION - FACILITY,535.3
300000468,RETROGRADE EJACULATION ANALYSIS - FACILITY,382.1
300000469,BLM GENE ANALYSIS 2281DEL6INS7 VARIANT - FACILITY,124.45
300000470,CYP2D6 GENE ANALYSIS COMMON VARIANTS - FACILITY,1426.8
300000471,FANCC GENE ANALYSIS COMMON VARIANT - FACILITY,124.45
300000472,GBA GLUCOSIDASE/BETA/ACID ANAL COMM VARIANTS - FACILITY,124.45
300000473,HEXA GENE ANALYSIS COMMON VARIANTS - FACILITY,124.45
300000474,IKBKAP GENE ANALYSIS COMMON VARIANTS - FACILITY,124.45
300000475,MLH1 GENE ANALYSIS PROMOTER METHYLATION ANALYSIS - FACILITY,481.75
300000476,MCOLN1 MUCOLIPIN1 GENE ANALYSIS COMMON VARIANTS - FACILITY,981.32
300000477,SMPD1 GENE ANALYSIS COMMON VARIANTS - FACILITY,124.15
300000478,MOLECULAR PATHOLOGY PROCEDURE LEVEL 1 - FACILITY,317.07
300000479,EWSR1/FLI1 ANALYSIS - FACILITY,325.17
300000480,FOXO1/PAX3 ANALYSIS - FACILITY,643.55
300000481,SS18/SSX1 GENE ANALYSIS - FACILITY,302.01
300000482,EWSR1/ERG ANALYSIS - FACILITY,325.17
300000483,FOXO1/PAX7 ANALYSIS - FACILITY,476.86
300000484,KCNQ1OT1 METHYLATION ANALYSIS - FACILITY,304.36
300000485,SS18/SSX2 GENE ANALYSIS - FACILITY,302.33
300000486,CYP21A2 COMMON VARIANTS - FACILITY,321.95
300000487,81403 GENES 2 - FACILITY,26.42
300000488,NPC 2 FULL SEQUENCE - FACILITY,1295.03
300000489,SDH SUBUNIT B FULL GENE ANALYSIS - FACILITY,154.16
300000491,CYP21A2 FULL GENE ANALYSIS - FACILITY,583.3
300000492,SDH SUBUNIT C FULL GENE - FACILITY,154.16
300000493,ENG DEL/DUP ANALYSIS - FACILITY,520.17
300000494,81405 GENES 2 - FACILITY,845.51
300000495,81405 GENES 3 - FACILITY,79.27
300000496,NPC1 FULL SEQUENCE - FACILITY,1481.42
300000497,ENG FULL SEQUENCE - FACILITY,1068.22
300000498,81406 GENES - FACILITY,898.35
300000499,81407 GENES 2 - FACILITY,132.11
300000500,81408 GENES 2 - FACILITY,158.53
300000501,81408 GENES - FACILITY,1004.04
300000502,81406 GENES 2 - FACILITY,105.69
300000503,81407 GENES - FACILITY,951.2
300000504,"CHLAMYDIA, ANTIBODY - FACILITY",80.41
300000505,OVA AND PARASITES SMEARS - FACILITY,78.72
300000511,UNLISTED PROC MOPATH 1 - FACILITY,422.75
300000512,UNLISTED PROC MOPATH 2 - FACILITY,317.07
300000513,UNLISTED PROC MOPATH 3 - FACILITY,211.38
300000514,UNLISTED PROC MOPATH 4 - FACILITY,52.84
300000515,MONONUCLEAR CELL ANTIGEN - FACILITY,217.2
300000517,81404 GENES INIT - FACILITY,792.67
300000521,RAII KNOWN MUTATION - FACILITY,370.43
300000523,BPGM FULL GENE ANALYSIS - FACILITY,501.13
300000524,CSF3R 14/17 MUTATION - FACILITY,330.53
300000526,MITOCHONDRIAL FULL GENE ANALYSIS - FACILITY,2069.27
300000527,VHL DELETION DETECTION - FACILITY,78.04
300000528,81403 GENES 3 - FACILITY,53.8
300000529,81404 GENES 3 - FACILITY,53.8
300000538,PHLEBOTOMY - FACILITY,486.98
300000578,AGXT MUTATION ANALYSIS (G170R) - FACILITY,490.67
300000579,CELL COUNT W DIFF SPUTUM - FACILITY,77.62
300000580,KIT GENE ANALYSIS D816 VARIANT(S) - FACILITY,653.22
300000582,CYTOGENOM CONST MICROARRAY COPY NUMBER VARIANTS - FACILITY,518.73
300000584,SEPT9 MUTATION SCREEN - FACILITY,629.53
300000585,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,958.12
300000586,ONCOLOGY COLORECTAL SCREENING QUAN 10 DNA MARKRS - FACILITY,772.85
300000587,CYP21A2 KNOWN MUTATION - FACILITY,756.96
300000588,NEXT GEN AML 8 - FACILITY,1421.7
300000590,HLA CLASS II TYPING LOW RESOLUTION ONE LOCUS EA - FACILITY,362.4
300000591,HLA CLASS II TYPING LOW RESOLUTION ONE LOCUS EA - FACILITY,362.4
300000610,APC GENE ANALYSIS KNOWN FAMILIAL VARIANTS - FACILITY,390.21
300000612,HEXA GENE ANALYSIS COMMON VARIANTS - FACILITY,287.85
300000614,MLH1 GENE ANALYSIS KNOWN FAMILIAL VARIANTS - FACILITY,403.73
300000615,MSH6 GENE KNOWN VARIANTS - FACILITY,390.21
300000617,RBC DNA HEA 35 AG 11 BLD GRP WHL BLD CMN ALLEL - FACILITY,242.69
300000619,CARDIOMYOPATHY GENETIC PANEL - FACILITY,3340.03
300000620,CYP2C19 GENE ANALYSIS COMMON VARIANTS - FACILITY,30.34
300000621,CYP2D6 GENE ANALYSIS COMMON VARIANTS - FACILITY,46.95
300000622,CYP2C9 GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000623,F2 GENE ANALYSIS 20210G >A VARIANT - FACILITY,6.84
300000624,F5 COAGULATION FACTOR V ANAL LEIDEN VARIANT - FACILITY,7.86
300000625,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,24.37
300000626,VKORC1 GENE ANALYSIS COMMON VARIANT(S) - FACILITY,9.18
300000629,UNLISTED PROC MOPATH ONEOME - FACILITY,6.84
300000631,NEURO-ONCOLOGY NGS TUMOR PNL - FACILITY,2102.68
300000632,"GAMMA GLOBIN FULL GENE SEQUENCING, V - FACILITY",601.05
300000633,MP3DZ  FULL GENE ANALYSIS - FACILITY,578.75
300000635,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,1143.32
300000636,UNLIST MOL PATH LEVEL A5 - FACILITY,1258.93
300000637,UNLIST MOL PATH LEVEL A6 - FACILITY,1592.94
300000638,PMS2 GENE ANALYSIS FULL SEQUENCE - FACILITY,289.5
300000639,MSH6 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,262.82
300000640,MSH2 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,156.3
300000641,MLH1 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,276.56
300000642,TP53 GENE FULL SEQ PNL - FACILITY,25.69
300000643,STK11 GENE FULL SEQ PNL - FACILITY,25.69
300000644,PTEN GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,245.68
300000645,CDH1 GENE FULL SEQ PNL - FACILITY,25.69
300000646,BRCA1&BRCA2 FULL SEQ ANALYS/FULL DUP/DEL ANALYS - FACILITY,1336.01
300000647,PTEN GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,427.27
300000648,BRCA1&BRCA2 FULL SEQ ANALYS/FULL DUP/DEL ANALYS - FACILITY,1421.43
300000649,PTEN GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,378.56
300000650,HLA I TYPING HIGH RESOLUTION 1 ALLELE/ALLELE GRP - FACILITY,350.54
300000651,MLH1 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,676
300000652,MSH6 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,358.55
300000653,MSH2 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,213.22
300000654,PMS2 GENE ANALYSIS FULL SEQUENCE - FACILITY,394.95
300000655,MEFV KNOWN MUTATION - FACILITY,462.47
300000657,BRCA1 GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,462.47
300000658,BRCA2 GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,462.47
300000659,LUNG PANEL W/ REARRGMNT TUMOR - FACILITY,1832.81
300000660,LUNG CANCER PANEL TUMOR - FACILITY,933.23
300000665,MUCOPOLYSACCHARIDES - FACILITY,133.4
300000679,CTRC GENE KNOWN MUTATION - FACILITY,423.93
300000680,FLCN GENE KNOWN MUTATION - FACILITY,423.93
300000681,GNS AND GRHPR_MLPA GENE KWN MUT - FACILITY,423.93
300000682,HGSNAT GENE KNOWN MUTATION - FACILITY,423.93
300000683,MECP2 GENE ANALYSIS DUPLICATION/DELETION VARIANT - FACILITY,423.93
300000684,MITOCHON NUCLEAR GENE PANEL - FACILITY,2312.33
300000685,MUTYH GENE KNOWN FAM VARIANT - FACILITY,423.93
300000686,PSAP GENE KNOWN MUTATION - FACILITY,423.93
300000687,SPINK1 GENE KNOWN FAM VARIANT - FACILITY,423.93
300000688,TNFRSF1A GENE KNOWN MUTATION - FACILITY,423.93
300000692,MOPATH PROC UNLISTED NGCDA - FACILITY,899.24
300000694,PKLR FULL GENE AND DELETION - FACILITY,647.51
300000695,NGS MULTIPLE MYELOMA - FACILITY,2569.25
300000696,BRAF GENE ANALYSIS V600 VARIANT(S) - FACILITY,475.31
300000697,HGSNAT GENE ANALYSIS - FACILITY,976.32
300000698,"MPS III, MULTI-GENE PANEL - FACILITY",1849.86
300000699,PROSTATE CANCER RISK PANEL - FACILITY,2401.75
300000701,GERMLN DO GENE REARGMT DETCJ DNA WHOLE BLOOD - FACILITY,3699.72
300000702,HEM HMTLMF NEO GENE REARGMT DNA WHL BLD/MARROW - FACILITY,3699.72
300000703,NFCT DS STRN TYP WHL GENOME SEQUENCING PR ISOL - FACILITY,600.86
300000704,ONC SLD ORGN NEO GENE REARGMT DNA FRSH FRZN TISS - FACILITY,3699.72
300000706,HIGH ALTITUDE SIMULATJ TEST W/PHYS INTERP&REPORT - FACILITY,249.73
300000710,"MOPATH PROCEDURE LEVEL 5,A2 - FACILITY",35.97
300000711,"MOPATH PROCEDURE LEVEL 6,A2 - FACILITY",46.25
300000712,"MOPATH PROCEDURE LEVEL 7,A2 - FACILITY",56.52
300000713,"MOPATH PROCEDURE LEVEL 8,A2 - FACILITY",66.8
300000714,"MOPATH PROCEDURE LEVEL 9,A2 - FACILITY",77.08
300000715,81401 GENES - FACILITY,634.13
300000716,81401 GENES 2 - FACILITY,25.69
300000717,81401 GENES 3 - FACILITY,15.42
300000718,81403 GENE INIT - FACILITY,739.82
300000719,81404 GENES 4 - FACILITY,30.83
300000720,81405 GENES 4 - FACILITY,35.97
300000721,81406 GENES 3 - FACILITY,41.11
300000722,CYP2C19 GENE ANALYSIS COMMON VARIANTS - FACILITY,66.47
300000723,CYP2C9 GENE ANALYSIS COMMON VARIANTS - FACILITY,39.87
300000724,CYP2D6 GENE ANALYSIS COMMON VARIANTS - FACILITY,102.87
300000726,FMR1 ANALYSIS EVAL TO DETECT ABNORMAL ALLELES - FACILITY,77.08
300000727,IKBKAP GENE ANALYSIS COMMON VARIANTS - FACILITY,77.08
300000728,KRAS GENE ANALYSIS ADDITIONAL VARIANT(S) - FACILITY,250.5
300000729,KRAS GENE ANALYSIS VARIANTS IN EXON 2 - FACILITY,250.5
300000730,NUDT15 GENE - FACILITY,205.54
300000731,PMP22 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,77.08
300000733,VKORC1 GENE ANALYSIS COMMON VARIANT(S) - FACILITY,15.42
300000735,SERPINA1 FULL GENE ANALYSIS - FACILITY,1104.78
300000737,PERIPH NEURO EXPANDED PANEL - FACILITY,2438.15
300000738,HEREDITARY MOTOR NEURO PANEL - FACILITY,1717.44
300000739,MOTOR/SENSORY NEURO PANEL - FACILITY,1796.71
300000740,HEREDITARY SENSORY NEURO PANEL - FACILITY,1874.61
300000741,SPASTIC PARAPLEGIA NEURO PANEL - FACILITY,1823.13
300000742,METAB/SYNDROMIC NEURO PANEL - FACILITY,1981.66
300000743,HYPERTROPHIC CARDIO PANEL - FACILITY,2642.22
300000744,ARRHYTHMOGENIC CARDIO PANEL - FACILITY,2827.17
300000745,DILATED CARDIOMYOPATHY PANEL - FACILITY,3804.79
300000746,G6PD GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,359.7
300000747,ALLERGEN SPEC IGE RECOMBINANT/PURIFIED COMPNT EA - FACILITY,35.02
300000748,DMD GENE MLPA - FACILITY,390.21
300000749,FIBROTEST-ACTITEST - FACILITY,162.44
300000750,MPZ GENE MLPA - FACILITY,390.21
300000751,MUTYH FULL GENE ANALYSIS - FACILITY,719.39
300000752,PMP22 GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,390.21
300000753,"RNA SEQUENCING, TUMOR - FACILITY",2424.17
300000754,CYP3A4 GENE ANALYSIS COMMON VARIANTS - FACILITY,383
300000755,CYP3A5 GENE ANALYSIS COMMON VARIANTS - FACILITY,417.27
300000756,DYPD GENE ANALYSIS COMMON VARIANTS - FACILITY,565.24
300000757,DYPD GENE ANALYSIS COMMON VARIANTS - FACILITY,637.17
300000758,F9 FULL GENE SEQUENCE - FACILITY,956.83
300000759,F9 FULL GENE SEQUENCE - FACILITY,956.83
300000760,G6PD GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,917.77
300000761,IDH1 COMMON VARIANTS - FACILITY,343.24
300000762,IDH2 COMMON VARIANTS - FACILITY,343.24
300000763,IFNL3 GENE ANALYSIS RS12979860 VARIANT - FACILITY,287.99
300000764,SLCO1B1 GENE ANALYSIS COMMON VARIANTS - FACILITY,394.45
300000765,HBB FULL GENE SEQUENCE - FACILITY,560.32
300000766,HBB DUPLICATION/DELETION VARIANTS - FACILITY,716.96
300000767,HBA1/HBA2 GENE ANALYSIS DUP/DEL VARIANTS - FACILITY,377.2
300000768,HBA1/HBA2 GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,639
300000769,HBB DUPLICATION/DELETION VARIANTS - FACILITY,423.93
300000770,G6PC GENE ANALYSIS COMMON VARIANTS - FACILITY,560.1
300000771,TPMT GENE ANALAYSIS COMMON VARIANTS - FACILITY,205.54
300000772,MOPATH PROCEDURE LEVEL 8 A - FACILITY,767.69
300000773,CYP3A4 GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000774,CYP3A5 GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000775,IFNL3 GENE ANALYSIS RS12979860 VARIANT - FACILITY,13.87
300000776,PTEN GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,668.5
300000777,GALC GENE - FACILITY,583.73
300000778,EGFR GENE ANALYSIS COMMON VARIANTS - FACILITY,487.5
300000779,CYP3A4 GENE ANALYSIS COMMON VARIANTS - FACILITY,10
300000780,CYP3A5 GENE ANALYSIS COMMON VARIANTS - FACILITY,10
300000781,SLCO1B1 GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000782,SLCO1B1 GENE ANALYSIS COMMON VARIANTS - FACILITY,10
300000783,JAK2 GENE ANALYSIS TRGT SEQ ALYS EXONS 12-15 - FACILITY,557.65
300000784,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,712.49
300000785,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,745.69
300000786,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,1393.41
300000787,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,1898.74
300000788,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,2404.04
300000789,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,2909.35
300000790,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,3414.67
300000791,CYP1A2 GENE ANALYSIS COMMON VARIANTS - FACILITY,760.4
300000792,COMT GENE ANALYSIS C.472G>A VARIANT - FACILITY,582.71
300000793,HTR2A HTR2C GENE ANALYSIS COMMON VARIANTS - FACILITY,901.77
300000794,RX METAB ADVRS RX RXN & RSPSE TRGT SEQ ALYS - FACILITY,307.47
300000795,RX METAB WARFARIN RX RESPONSE TRGT SEQ ALYS - FACILITY,742.08
300000796,TPMT NUDT15 GENE ANALYSIS COMMON VARIANTS - FACILITY,411.08
300000797,DYPD GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000798,TPMT GENE ANALAYSIS COMMON VARIANTS - FACILITY,18.2
300000799,ESR1 KNOWN MUTATION - FACILITY,650
300000800,"MATEPAIR, AML PANEL - FACILITY",3699.72
300000801,TERT PROMOTER ANALYSIS - FACILITY,650
300000802,UGT1A1 FULL GENE SEQUENCING - FACILITY,912.5
300000803,KVAR1 SINGLE VARIANT KNOWN GENE - FACILITY,390.21
300000804,KVAR2 SINGLE VARIANT KNOWN GENE - FACILITY,244.08
300000805,EGFR GENE ANALYSIS COMMON VARIANTS - FACILITY,487.5
300000806,FETAL CHRMOML TRISOMY - FACILITY,850
300000807,ASPA GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000808,BLM GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000809,ELANE GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000810,FANCC GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000811,HOGA1 FULL GENE ANALYSIS - FACILITY,1390.84
300000812,IKBKAP GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000813,LPIN2 GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000814,MCOLN1 GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000815,MVK GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000816,NLRP3 GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000817,PSTPIP1 GENE FULL GENE ANALYSIS - FACILITY,1390.84
300000818,HYPEROXALURIA SYNDROMES PANEL - FACILITY,1671.08
300000819,BRCA1&BRCA2 FULL SEQ ANALYS/FULL DUP/DEL ANALYS - FACILITY,500
300000820,BRCA1&BRCA2 ANAL 185DELAG5385INSC/6174DELT - FACILITY,650
300000821,SMA CARRIER BY DEL/DUP - FACILITY,375
300000822,SMA DIAGNOSTIC BY DEL/DUP - FACILITY,375
300000823,HEREDITARY PHEO/PARAGANGLIOMA PANEL - FACILITY,1075
300000826,COMPLEMENT AHUS/TMA GENE PANEL - FACILITY,1850
300000827,GATA2 COMPREHENSIVE GENE SEQ - FACILITY,1850
300000828,"MATEPAIR, TARGETED PRENATAL - FACILITY",3699.72
300000830,PHAGOCYTIC PID GENE PANEL - FACILITY,1850
300000831,TELOMERE DEFECTS GENE PANEL - FACILITY,1850
300000833,MICROARRAY HEMATOLOGIC - FACILITY,1671.89
300000834,CPOX FULL GENE ANALYSIS - FACILITY,1799.79
300000835,PKLR FULL GENE AND DELETION - FACILITY,647.51
300000836,PPOX FULL GENE ANALYSIS - FACILITY,1510.03
300000869,PMS2 GENE ANALYSIS DUPLICATION/DELETION VARIANTS - FACILITY,207
300000870,PMS2 GENE ANALYSIS FULL SEQUENCE - FACILITY,733.5
300000879,SMPD1 GENE ANALYSIS COMMON VARIANTS - FACILITY,640.71
300000881,MCOLN1 MUCOLIPIN1 GENE ANALYSIS COMMON VARIANTS - FACILITY,124.45
300000882,BCR/ABL1 MAJOR BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,500.24
300000883,BCR/ABL1 MINOR BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,644.18
300000884,BCR/ABL1 OTHER BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,500.21
300000887,BRCA1&BRCA2 FULL SEQ ANALYS/FULL DUP/DEL ANALYS - FACILITY,923
300000888,PMS2 GENE ANALYSIS DUPLICATION/DELETION VARIANTS - FACILITY,83
300000889,CYTOGENOM CONST MICROARRAY COPY NUMBER VARIANTS - FACILITY,369
300000890,CYTOGENOM CONST MICROARRAY COPY NUMBER VARIANTS - FACILITY,641
300000891,CYTOGENOM CONST MICROARRAY COPY NUMBER VARIANTS - FACILITY,568
300000892,PMS2 GENE ANALYSIS DUPLICATION/DELETION VARIANTS - FACILITY,114
300000893,MLH1 GENE ANALYSIS FULL SEQUENCE ANALYSIS - FACILITY,377
300000894,CYTOGENOM CONST MICROARRAY COPY NUMBER VARIANTS - FACILITY,641
300000895,HEREDITARY COLON CA DSRDRS DUP/DEL ANALYS 5 GEN - FACILITY,1459
300000896,"CXCR4, GENE MUTATION, REFLEX - FACILITY",525
300000897,CXCR4 MUTATION - FACILITY,525
300000898,"MYD88 AND CXCR4, REFLEX - FACILITY",400
300000904,HLA I TYPING HIGH RESOLUTION 1 ALLELE/ALLELE GRP - FACILITY,17.7
300000905,ONC PRST8 CA FISH ALYS 4 GENES NDL BX SPEC ALG - FACILITY,2401.75
300000906,HEM AML DNA GENE REARRANGEMENT BLOOD/BONE MARROW - FACILITY,3800
300000907,NEURO-ONC EXPANDED PANEL - FACILITY,3750
300001096,BRAF GENE ANALYSIS V600 VARIANT(S) - FACILITY,498
300001097,CALR GENE ANALYSIS COMMON VARIANTS IN EXON 9 - FACILITY,469.74
300001098,CYTOGENOM CONST MICROARRAY COPY NUMBER VARIANTS - FACILITY,518.73
300001099,HLA I TYPING HIGH RESOLUTION 1 ALLELE/ALLELE GRP - FACILITY,299.85
300001100,"NPC1/NPC2 GENES, KNOWN MUTATION - FACILITY",229.11
300001101,F8 INVERSION ANALYSIS 1 - FACILITY,323.15
300001102,CHROMOSOMAL MICROARRAY TUMOR 1 - FACILITY,1671.95
300001110,TRGT GEN SEQ ALYS SLD ORGN NEO DNA 324 GENES - FACILITY,6418.5
300001113,EGFR GENE ANALYSIS COMMON VARIANTS - FACILITY,1027.54
300001114,JAK2 GENE ANALYSIS P.VAL617PHE VARIANT - FACILITY,337.67
300001115,JAK2 GENE ANALYSIS P.VAL617PHE VARIANT - FACILITY,775
300001116,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,775
300001117,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,775
300001118,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,775
300001119,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,775
