PROCEDURE,Billing Description,UNIT CHARGE
300000623,F2 GENE ANALYSIS 20210G >A VARIANT - FACILITY,6.84
300000624,F5 COAGULATION FACTOR V ANAL LEIDEN VARIANT - FACILITY,7.86
300000625,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,24.37
300000626,VKORC1 GENE ANALYSIS COMMON VARIANT(S) - FACILITY,9.18
300000629,UNLISTED PROC MOPATH ONEOME - FACILITY,6.84
300000631,NEURO-ONCOLOGY NGS TUMOR PNL - FACILITY,2021
300000632,"GAMMA GLOBIN FULL GENE SEQUENCING, V - FACILITY",585
300000633,MP3DZ  FULL GENE ANALYSIS - FACILITY,548
300000634,HBB - BETA-GLOB GEN SEQ - FACILITY,494
300000635,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,1112.5
300000642,TP53 GENE FULL SEQ PNL - FACILITY,25
300000643,STK11 GENE FULL SEQ PNL - FACILITY,25
300000645,CDH1 GENE FULL SEQ PNL - FACILITY,25
300000646,BRCA1&BRCA2 FULL SEQ ANALYS/FULL DUP/DEL ANALYS - FACILITY,1300
300000650,HLA I TYPING HIGH RESOLUTION 1 ALLELE/ALLELE GRP - FACILITY,336
300000655,MEFV KNOWN MUTATION - FACILITY,450
300000657,BRCA1 GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,450
300000658,BRCA2 GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,450
300000660,LUNG CANCER PANEL TUMOR - FACILITY,897
300000679,CTRC GENE KNOWN MUTATION - FACILITY,413
300000680,FLCN GENE KNOWN MUTATION - FACILITY,413
300000681,GNS AND GRHPR_MLPA GENE KWN MUT - FACILITY,413
300000682,HGSNAT GENE KNOWN MUTATION - FACILITY,413
300000683,MECP2 GENE ANALYSIS DUPLICATION/DELETION VARIANT - FACILITY,413
300000684,MITOCHON NUCLEAR GENE PANEL - FACILITY,2250
300000685,MUTYH GENE KNOWN FAM VARIANT - FACILITY,413
300000686,PSAP GENE KNOWN MUTATION - FACILITY,413
300000687,SPINK1 GENE KNOWN FAM VARIANT - FACILITY,413
300000688,TNFRSF1A GENE KNOWN MUTATION - FACILITY,413
300000692,MOPATH PROC UNLISTED NGCDA - FACILITY,875
300000695,NGS MULTIPLE MYELOMA - FACILITY,2500
300000696,BRAF GENE ANALYSIS V600 VARIANT(S) - FACILITY,462.5
300000697,HGSNAT GENE ANALYSIS - FACILITY,950
300000698,"MPS III, MULTI-GENE PANEL - FACILITY",1800
300000701,GERMLN DO GENE REARGMT DETCJ DNA WHOLE BLOOD - FACILITY,3600
300000702,HEM HMTLMF NEO GENE REARGMT DNA WHL BLD/MARROW - FACILITY,3600
300000703,NFCT DS STRN TYP WHL GENOME SEQUENCING PR ISOL - FACILITY,418
300000704,ONC SLD ORGN NEO GENE REARGMT DNA FRSH FRZN TISS - FACILITY,3600
300000712,"MOPATH PROCEDURE LEVEL 7,A2 - FACILITY",55
300000714,"MOPATH PROCEDURE LEVEL 9,A2 - FACILITY",75
300000715,81401 GENES - FACILITY,617
300000718,81403 GENE INIT - FACILITY,700
300000725,MOLECULAR PATHOLOGY PROCEDURE LEVEL 1 - FACILITY,550
300000737,PERIPH NEURO EXPANDED PANEL - FACILITY,2372
300000738,HEREDITARY MOTOR NEURO PANEL - FACILITY,1671
300000739,MOTOR/SENSORY NEURO PANEL - FACILITY,1748
300000740,HEREDITARY SENSORY NEURO PANEL - FACILITY,1824
300000741,SPASTIC PARAPLEGIA NEURO PANEL - FACILITY,1774
300000742,METAB/SYNDROMIC NEURO PANEL - FACILITY,1925
300000743,HYPERTROPHIC CARDIO PANEL - FACILITY,2571
300000744,ARRHYTHMOGENIC CARDIO PANEL - FACILITY,2751
300000745,DILATED CARDIOMYOPATHY PANEL - FACILITY,3702
300000746,G6PD GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,350
300000747,ALLERGEN SPEC IGE RECOMBINANT/PURIFIED COMPNT EA - FACILITY,40
300000754,CYP3A4 GENE ANALYSIS COMMON VARIANTS - FACILITY,404
300000755,CYP3A5 GENE ANALYSIS COMMON VARIANTS - FACILITY,82
300000756,DYPD GENE ANALYSIS COMMON VARIANTS - FACILITY,550
300000757,DYPD GENE ANALYSIS COMMON VARIANTS - FACILITY,620
300000758,F9 FULL GENE SEQUENCE - FACILITY,920
300000759,F9 FULL GENE SEQUENCE - FACILITY,931
300000760,G6PD GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,882
300000761,IDH1 COMMON VARIANTS - FACILITY,335
300000762,IDH2 COMMON VARIANTS - FACILITY,329
300000763,IFNL3 GENE ANALYSIS RS12979860 VARIANT - FACILITY,284
300000764,SLCO1B1 GENE ANALYSIS COMMON VARIANTS - FACILITY,404
300000765,HBB FULL GENE SEQUENCE - FACILITY,494
300000766,HBB DUPLICATION/DELETION VARIANTS - FACILITY,612
300000767,HBA1/HBA2 GENE ANALYSIS DUP/DEL VARIANTS - FACILITY,367
300000768,HBA1/HBA2 GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,439
300000769,HBB DUPLICATION/DELETION VARIANTS - FACILITY,413
300000772,MOPATH PROCEDURE LEVEL 8 A - FACILITY,768
300000773,CYP3A4 GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000774,CYP3A5 GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000776,PTEN GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,550
300000781,SLCO1B1 GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000783,JAK2 GENE ANALYSIS TRGT SEQ ALYS EXONS 12-15 - FACILITY,554
300000784,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,791
300000785,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,840
300000786,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,1318
300000787,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,1797
300000788,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,2275
300000789,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,2753
300000790,CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS - FACILITY,3231
300000791,CYP1A2 GENE ANALYSIS COMMON VARIANTS - FACILITY,679
300000792,COMT GENE ANALYSIS C.472G>A VARIANT - FACILITY,684
300000793,HTR2A HTR2C GENE ANALYSIS COMMON VARIANTS - FACILITY,748
300000794,RX METAB ADVRS RX RXN & RSPSE TRGT SEQ ALYS - FACILITY,299
300000795,RX METAB WARFARIN RX RESPONSE TRGT SEQ ALYS - FACILITY,730
300000796,TPMT NUDT15 GENE ANALYSIS COMMON VARIANTS - FACILITY,400
300000797,DYPD GENE ANALYSIS COMMON VARIANTS - FACILITY,18.2
300000798,TPMT GENE ANALAYSIS COMMON VARIANTS - FACILITY,18.2
300000802,UGT1A1 FULL GENE SEQUENCING - FACILITY,913
300000820,BRCA1&BRCA2 ANAL 185DELAG5385INSC/6174DELT - FACILITY,650
300000879,SMPD1 GENE ANALYSIS COMMON VARIANTS - FACILITY,864
300000882,BCR/ABL1 MAJOR BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,486.76
300000883,BCR/ABL1 MINOR BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,626.82
300000884,BCR/ABL1 OTHER BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,486.73
300000904,HLA I TYPING HIGH RESOLUTION 1 ALLELE/ALLELE GRP - FACILITY,17.7
300001096,BRAF GENE ANALYSIS V600 VARIANT(S) - FACILITY,532
300001097,CALR GENE ANALYSIS COMMON VARIANTS IN EXON 9 - FACILITY,591
300001098,CYTOGENOM CONST MICROARRAY COPY NUMBER VARIANTS - FACILITY,1010
300001099,HLA I TYPING HIGH RESOLUTION 1 ALLELE/ALLELE GRP - FACILITY,364
300001100,"NPC1/NPC2 GENES, KNOWN MUTATION - FACILITY",181
300001101,F8 INVERSION ANALYSIS 1 - FACILITY,445
300001102,CHROMOSOMAL MICROARRAY TUMOR 1 - FACILITY,1618
300001110,TRGT GEN SEQ ALYS SLD ORGN NEO DNA 324 GENES - FACILITY,6418.5
300001113,EGFR GENE ANALYSIS COMMON VARIANTS - FACILITY,1127
300001114,JAK2 GENE ANALYSIS P.VAL617PHE VARIANT - FACILITY,422
300001115,JAK2 GENE ANALYSIS P.VAL617PHE VARIANT - FACILITY,422
300001116,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,645
300001117,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,645
300001118,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,645
300001119,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,645
300001120,KIT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS - FACILITY,645
300001121,MICROSATELLITE INSTAB ANAL MISMATCH REPAIR DEF - FACILITY,703
300001122,PDGFRA GENE ANALYS TARGETED SEQUENCE ANALYS - FACILITY,563
300001123,PDGFRA GENE ANALYS TARGETED SEQUENCE ANALYS - FACILITY,563
300001124,HLA CLASS I TYPING LOW RESOLUTION ONE LOCUS EACH - FACILITY,293
300001125,HLA CLASS I TYPING LOW RESOLUTION ONE LOCUS EACH - FACILITY,293
300001126,HLA CLASS I TYPING LOW RESOLUTION ONE LOCUS EACH - FACILITY,293
300001127,HLA CLASS II TYPING LOW RESOLUTION ONE LOCUS EA - FACILITY,368
300001128,HLA CLASS II TYPING LOW RESOLUTION ONE LOCUS EA - FACILITY,368
300001129,HLA CLASS II TYPING LOW RESOLUTION ONE LOCUS EA - FACILITY,368
300001130,HLA CLASS I TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,540
300001131,HLA CLASS I TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,540
300001132,HLA CLASS II TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,337
300001133,HLA CLASS II TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,432
300001134,HLA CLASS II TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,432
300001135,HLA CLASS II TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,432
300001136,F8 INVERSION ANALYSIS (F822B/F822P) - FACILITY,323
300001137,F8 INVERSION ANALYSIS (F8INP/F8INP) - FACILITY,323
300001138,MPL EXON 10 MUT DETECTION A2 - FACILITY,538
300001146,CYP2D6 GENE ANALYSIS COMMON & SELECT RARE VRNTS - FACILITY,791
300001147,CYP2D6 GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,840
300001148,CYP2D6 GENE TRGT SEQ ALYS CYP2D6-2D7 HYBRID GENE - FACILITY,1318
300001149,CYP2D6 GENE TRGT SEQ ALYS CYP2D7-2D6 HYBRID GENE - FACILITY,1797
300001150,CYP2D6 TRGT SEQ ALYS NONDUP GENE DUPL/MLT TRANS - FACILITY,2275
300001151,CYP2D6 GENE TRGT SEQ ALYS 5' GENE DUPL/MLT - FACILITY,2753
300001152,CYP2D6 GENE TRGT SEQ ALYS 3' GENE DUPL/MLT - FACILITY,3231
300001153,IG PARAPROTEIN QUAL IMPRCIP&MS BLD/UR W/ISOTYPE - FACILITY,26
300001154,CFTR GENE ANALYSIS DUPLICATION/DELETION VARIANTS - FACILITY,893.82
300001155,CFTR GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,893.82
300001156,G6PD GENE ANALYSIS FULL GENE SEQUENCE - FACILITY,350
300001157,MCOLN1 MUCOLIPIN1 GENE ANALYSIS COMMON VARIANTS - FACILITY,928
300001158,HBB FULL GENE SEQUENCE - FACILITY,494
300001159,HBB FULL GENE SEQUENCE - FACILITY,494
300001160,HBB FULL GENE SEQUENCE - FACILITY,494
300001161,HBB FULL GENE SEQUENCE - FACILITY,494
300001162,HLA CLASS I TYPING HIGH RESOLUTION COMPLETE - FACILITY,1094
300001163,HLA CLASS II TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,432
300001164,HLA CLASS II TYPING HIGH RESOLUTION ONE LOCUS EA - FACILITY,432
300001165,MOPATH PROCEDURE LEVEL 5 (NSRGP) - FACILITY,50
300001166,MOPATH PROCEDURE LEVEL 5 (LQTGP) - FACILITY,50
300001167,MOPATH PROCEDURE LEVEL 5 (GSDP) - FACILITY,50
300001168,MOPATH PROCEDURE LEVEL 5 (LSDP) - FACILITY,50
300001169,BCR/ABL1 MAJOR BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,486.76
300001170,BCR/ABL1 MINOR BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,626.82
300001171,BCR/ABL1 OTHER BREAKPNT QUALITATIVE/QUANTITATIVE - FACILITY,486.73
300001172,BRAF GENE ANALYSIS V600 VARIANT(S) - FACILITY,468
300001173,GBA GLUCOSIDASE/BETA/ACID ANAL COMM VARIANTS - FACILITY,118
300001174,KRAS GENE ANALYSIS VARIANTS IN EXON 2 - FACILITY,654
300001175,SMPD1 GENE ANALYSIS COMMON VARIANTS - FACILITY,118
300001176,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,1112.5
300001177,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,1112.5
300001178,UGT1A1 GENE ANALYSIS COMMON VARIANTS - FACILITY,1112.5
300001179,SDH DELETION DETECTION (SDHDZ) - FACILITY,300
300001180,SDH DELETION DETECTION (SDHBZ) - FACILITY,300
300001181,81403 GENES 2 (BRCRC) - FACILITY,25
300001182,81403 GENES 2 (LYNCH) - FACILITY,25
300001183,81403 GENES 2 (GSDP) - FACILITY,25
300001184,PRSS1 FULL GENE ANALYSIS (HPPAN) - FACILITY,539
300001185,SDH SUBUNIT D GENE ANALYSIS (SDHDZ) - FACILITY,150
300001186,SPINK1 FULL GENE ANALYSIS (HPPAN) - FACILITY,286
300001187,VHL GENE FULL GENE ANALYSIS (VHLZ) - FACILITY,928
300001188,SDH SUBUNIT C GENE ANALYSIS (SDHP) - FACILITY,150
300001189,SDH SUBUNIT B GENE ANALYSIS (SDHBZ) - FACILITY,708
300001190,SDH SUBUNIT C FULL GENE (SDHP) - FACILITY,150
300001191,81405 GENES 2 (NSRGP) - FACILITY,800
300001192,81405 GENES 2 (PDP) - FACILITY,800
300001193,81405 GENES 3 (LUNGR) - FACILITY,75
300001194,81405 GENES 3 (GSDP) - FACILITY,75
300001195,81405 GENES 3 (LSDP) - FACILITY,75
300001196,81405 GENES 3 (NGHHA) - FACILITY,75
300001197,81405 GENES 3 (NGENZ) - FACILITY,75
300001198,81405 GENES 3 (NGMEM) - FACILITY,75
300001199,TP53 GENE FULL SEQ PNL (BRCRC) - FACILITY,25
300001200,TP53 GENE FULL SEQ PNL (BRST4) - FACILITY,25
300001201,STK11 GENE FULL SEQ PNL (BRCRC) - FACILITY,25
300001202,STK11 GENE FULL SEQ PNL (BRST4) - FACILITY,25
300001203,CTRC FULL GENE ANALYSIS (HPPAN) - FACILITY,284
300001204,81406 GENES 2 (NSRGP) - FACILITY,100
300001205,81406 GENES 2 (LQTGP) - FACILITY,100
300001206,81406 GENES 2 (BRST4) - FACILITY,100
300001207,81406 GENES 2 (GSDP) - FACILITY,100
300001208,81406 GENES 2 (LSDP) - FACILITY,100
300001209,81406 GENES (BRGGP) - FACILITY,850
300001210,81406 GENES (LQTGP) - FACILITY,850
300001211,81406 GENES (NCLP) - FACILITY,850
300001212,CDH1 GENE FULL SEQ PNL (BRCRC) - FACILITY,25
300001213,81407 GENES (LQTGP) - FACILITY,900
300001214,UNLISTED PROC MOPATH 2 (LQTGP) - FACILITY,300
300001215,UNLISTED PROC MOPATH 4 (LSDP) - FACILITY,50
300001216,UNLIST MOL PATH LEVEL A5 (NGMEM) - FACILITY,1225
300001217,MOPATH PROC UNLISTED (NCLP) - FACILITY,875
300001218,MOPATH PROC UNLISTED (NGCDA) - FACILITY,875
300001219,MOPATH PROC UNLISTED (NGENZ) - FACILITY,875
300001220,MOPATH PROC UNLISTED (PDP) - FACILITY,875
300001225,"REFLEX ANALYSIS, NGSHM - FACILITY",1100
300001226,SMN1 FULL GENE ANALYSIS - FACILITY,575
300001227,G6PD GENE ANALYSIS KNOWN FAMILIAL VARIANTS - FACILITY,425
300001228,GJB2 GENE ANALYSIS KNOWN FAMILIAL VARIANTS - FACILITY,425
300001229,HBA1/HBA2 GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,425
300001230,PMP22 GENE ANALYSIS KNOWN FAMILIAL VARIANT - FACILITY,425
300001231,HBB KNOWN FAMILIAL VARIANTS - FACILITY,425
300001232,GENE SERPINA1 - FACILITY,425
300001233,GENE SDHAF2 - FACILITY,425
300001234,GENE TMEM127 - FACILITY,425
300001235,GENE MAX - FACILITY,425
300001236,GENE SMN1 - FACILITY,425
300001237,IDH1 COMMON VARIANTS - FACILITY,284
300001238,IDH2 COMMON VARIANTS - FACILITY,434
300001239,FLT3 GENE ANALYSIS INTERNAL TANDEM DUP VARIANTS - FACILITY,243
300001240,FLT3 GENE ANLYS TYROSINE KINASE DOMAIN VARIANTS - FACILITY,122
300001241,MOPATH PROC LEVEL 6 (NGAMT) - FACILITY,442
300001249,NRAS GENE ANALYSIS VARIANTS IN EXON 2&3 - FACILITY,50
301000000,14-3-3 PROTEIN CSF - FACILITY,135
301000001,ASSAY OF 17-HYDROXYPREGNENOLONE - FACILITY,182
301000002,ASSAY OF 5-HIAA - FACILITY,126
301000003,A1AT PROTEOTYPE - FACILITY,108
301000007,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,195
301000008,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,208
301000009,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,195
301000010,ACID ALPHA GLUCOSIDASE - FACILITY,162
301000011,"ACTH STIM PANEL, ADR INSUFF - FACILITY",200
301000012,ASSAY OF ACTH - FACILITY,298
301000013,"HEPATITIS PANEL,ACUTE - FACILITY",348
301000015,"ACYLCARNITINES,QUANT,EACH SPEC - FACILITY",183
301000016,COL CHROMOTOGRAPHY QUAL/QUAN 3 - FACILITY,174
301000019,ADMA MS QUANT - FACILITY,108
301000020,ALPHA-FETOPROTEIN L3 - FACILITY,190
301000021,IMMUNOASSAY TUMOR OTHER QUANT - FACILITY,240
301000022,ASSAY OF SERUM ALBUMIN - FACILITY,28
301000023,OTHER SOURCE ALBUMIN QUANTITATIVE EACH SPECIMEN - FACILITY,60
301000024,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,176
301000025,ASSAY OF ALDOLASE - FACILITY,83
301000026,ASSAY OF ALDOSTERONE - FACILITY,277
301000027,ASSAY OF ALDOSTERONE - FACILITY,316
301000028,"ASSAY ALKAL PHOSPHATASE,ISOENZYMES - FACILITY",153
301000029,ASSAY ALKAL PHOSPHATASE - FACILITY,35
301000031,"ALPHA-1-ANTITRYPSIN, TOTAL - FACILITY",117
301000035,"ALPHA-FETOPROTEIN, SERUM - FACILITY",131
301000036,ALPHA FUCOSIDASE LEUKOCYTES - FACILITY,162
301000037,ALPHA GALACTOSIDASE LEUKOCYTE - FACILITY,162
301000038,ALPHA GALACTOSIDASE PLASMA - FACILITY,162
301000042,CHEMILUMINESCENT ASSAY - FACILITY,135
301000043,"ALPHA-1-ANTITRYPSIN, PHENO - FACILITY",125
301000045,TRANSFERASE ALANINE AMINO (ALT) (SGPT) - FACILITY,38
301000046,ASSAY OF ALUMINUM - FACILITY,212
301000047,ASSAY OF AMIKACIN - FACILITY,125
301000048,ASSAY OF AMIKACIN - FACILITY,125
301000050,"AMINO ACIDS, 2-5 QUANT - FACILITY",362
301000051,"AMINO ACIDS, 6+ QUANT - FACILITY",451
301000052,AMINOLEVULINIC ACID DEHYDRATASE - FACILITY,162
301000053,"ASSAY, AMINOLEVULINIC ACID - FACILITY",162
301000054,AMIODARONE ASSAY - FACILITY,141
301000055,ASSAY OF AMMONIA - FACILITY,70
301000057,DRUG SCREEN QUANT AMPHETAMINES 1 OR 2 - FACILITY,176
301000059,"PROTEIN, WESTERN BLOT TEST, W BAND ID - FACILITY",295
301000060,ASSAY OF AMYLASE - FACILITY,45
301000061,ASSAY OF AMYLASE - FACILITY,45
301000062,ASSAY OF AMYLASE - FACILITY,45
301000063,AMYLOID PROTEIN - FACILITY,186
301000065,ASSAY OF ANDROSTENEDIONE - FACILITY,189
301000066,ANGIOTENSIN I ENZYME TEST - FACILITY,140
301000069,ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2 - FACILITY,176
301000077,ANTIMULLERIAN HORMONE QUANT - FACILITY,160
301000080,ASSAY OF APOLIPOPROTEIN - FACILITY,104
301000082,ASSAY OF ARSENIC - FACILITY,177
301000083,ASSAY OF ARSENIC - FACILITY,105
301000084,ARYLSULFATASE A LEUKOCYTES - FACILITY,162
301000085,ARYLSULFATASE A URINE - FACILITY,81
301000087,ASSAY OF ASCORBIC ACID - FACILITY,98
301000088,TRANSFERASE ASPARTATE AMINO (AST) (SGOT) - FACILITY,38
301000089,BARBITURATES QUANT ASSAY - FACILITY,176
301000090,BASIC METABOLIC PANEL CALCIUM IONIZED - FACILITY,347
301000091,BASIC METABOLIC PANEL CALCIUM TOTAL - FACILITY,270
301000092,DRUG SCREENING BENZODIAZEPINES 1-12 - FACILITY,176
301000093,BETA-2 PROTEIN - FACILITY,159
301000098,"CHORIONIC GONADOTROPIN, QUANT - FACILITY",118
301000100,BILE ACID FRACT AND TOTAL - FACILITY,108
301000101,"BILE ACIDS, TOTAL - FACILITY",109
301000102,BILIRUBIN DIRECT - FACILITY,28
301000103,BILIRUBIN TOTAL - FACILITY,28
301000105,"BLOOD GASES: PH, PO2 & PCO2 - FACILITY",120
301000106,"BLOOD GASES, O2 SAT ONLY - FACILITY",66
301000111,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,106
301000112,BUPIVACAINE QUANT ASSAY - FACILITY,118
301000113,DRUG SCREENING BUPRENORPHINE - FACILITY,176
301000114,BUSULFAN ASSAY - FACILITY,108
301000115,ASSAY OF C-PEPTIDE - FACILITY,162
301000116,C1 ESTERASE INHIB AG S - FACILITY,143
301000117,C1 ESTERASE INHIBITOR QUANT - FACILITY,135
301000118,ASSAY OF CALCIUM IN URINE - FACILITY,60
301000119,ASSAY OF CADMIUM - FACILITY,100
301000120,ASSAY OF CADMIUM - FACILITY,100
301000122,DRUG SCREEN QUANTITATIVE CAFFEINE - FACILITY,97
301000123,ASSAY OF CALCITONIN - FACILITY,182
301000125,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,195
301000126,"ASSAY OF CALCIUM, IONIZED - FACILITY",114
301000127,"ASSAY OF CALCIUM, TOTAL - FACILITY",37
301000128,"CALCULUS ASSAY,INFRARED SPECTR - FACILITY",127
301000129,ASSAY FOR CALPROTECTIN FECAL - FACILITY,168
301000130,CARB 10 11 EPOXIDE ASSAY - FACILITY,145
301000131,"ASSAY OF ASSAY CARBAMAZEPINE, FREE - FACILITY",115
301000132,ASSAY OF CARBAMAZEPINE TOTAL - FACILITY,137
301000133,ASSAY CARBOHYDRATE DEF TRANSFERRIN - FACILITY,312
301000134,"SUGARS MULTIPLE QUALITATIVE, EACH SPECIMEN - FACILITY",150
301000135,ASSAY BLOOD CARBON MONOXIDE - FACILITY,72
301000136,CARCINOEMBRYONIC ANTIGEN - FACILITY,162
301000137,ASSAY OF CARNITINE - FACILITY,242
301000139,"ASSAY, THREE CATECHOLAMINES - FACILITY",306
301000140,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,121
301000143,CERAMIDE TRIHEX - FACILITY,108
301000144,ASSAY OF CERULOPLASMIN - FACILITY,107
301000146,ASSAY OF BLOOD CHLORIDE - FACILITY,32
301000147,ASSAY OTHER FLUID CHLORIDES - FACILITY,56
301000148,ASSAY OF URINE CHLORIDE - FACILITY,32
301000150,CHOLESTEROL NON SERUM - FACILITY,81
301000151,"ASSAY, BLD/SERUM CHOLESTEROL - FACILITY",40
301000155,"ASSAY, SERUM CHOLINESTERASE - FACILITY",77
301000158,ASSAY OF CHROMIUM - FACILITY,192
301000162,ASSAY OF CITRATE - FACILITY,297
301000164,ASSAY BLOOD CARBON DIOXIDE - FACILITY,35
301000165,DRUG SCREENING COCAINE - FACILITY,176
301000166,DRUG SCREENING COCAINE - FACILITY,191
301000167,COENZYME Q10 REDUC&TOTAL - FACILITY,184
301000168,COL CHR/MS NES - FACILITY,174
301000170,ASSAY FOR COLLAGEN CROSS LINKS - FACILITY,215
301000171,"METABOLIC PANEL,COMPREHENSIVE - FACILITY",472
301000173,ASSAY OF COPPER - FACILITY,111
301000174,ASSAY OF COPPER - FACILITY,123
301000175,ASSAY OF COPPER - FACILITY,111
301000177,ASSAY OF CORTICOSTERONE - FACILITY,104
301000178,"CORTISOL, FREE - FACILITY",224
301000180,ASSAY OF CPK IN BLOOD - FACILITY,165
301000181,"CREATINE, MB FRACTION - FACILITY",80
301000182,ASSAY OF CK (CPK) - FACILITY,44
301000183,ASSAY OF CREATININE - FACILITY,30
301000184,CREATININE CLEARANCE TEST - FACILITY,103
301000185,ASSAY OF URINE CREATININE - FACILITY,44
301000187,"PROTEIN, WESTERN BLOT TEST, W BAND ID - FACILITY",212
301000188,ASSAY OF CRYOFIBRINOGEN - FACILITY,90
301000189,ASSAY OF CRYOGLOBULIN - FACILITY,60
301000191,ASSAY OF CYCLOSPORINE - FACILITY,158
301000192,CYSTATIN C - FACILITY,78
301000195,DEOXYCORTISOL - FACILITY,179
301000196,DEOXYCORTISOL 21 - FACILITY,108
301000197,"ONCOPROTEIN,DCP - FACILITY",300
301000198,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,130
301000199,DESOXYCORTICOSTERONE - FACILITY,158
301000201,DEHYDROEPIANDROSTERONE-SULFATE - FACILITY,214
301000202,DEHYDROEPIANDROSTERONE - FACILITY,259
301000205,ASSAY OF DIBUCAINE NUMBER - FACILITY,111
301000207,DRUG SCREEN QUANTITATIVE DIGOXIN TOTAL - FACILITY,100
301000211,ASSAY OF LACTIC ACID - FACILITY,117
301000222,"PANCREATIC ELASTASE, FECAL, QUAL/SEMI-QUANT - FACILITY",103
301000223,ELECTROLYTE PANEL - FACILITY,132
301000224,ELECTROPHORETIC TECH NES - FACILITY,135
301000226,ASSAY OF ERYTHROPOIETIN - FACILITY,211
301000227,ASSAY OF ESTRADIOL - FACILITY,229
301000228,ASSAY OF ESTRIOL - FACILITY,155
301000229,ASSAY OF ESTROGENS - FACILITY,312
301000230,ASSAY OF ESTRONE - FACILITY,114
301000231,ASSAY OF ETHOSUXIMIDE - FACILITY,139
301000232,DRUG SCREEN QUANTITATIVE EVEROLIMUS - FACILITY,160
301000234,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,111
301000235,F2 ISOPROSTANES QUANT - FACILITY,108
301000236,ASSAY OF CALCIUM IN URINE - FACILITY,60
301000237,ASSAY OF BLOOD FATTY ACIDS - FACILITY,85
301000238,LONG CHAIN FATTY ACIDS - FACILITY,193
301000239,COL CHROMOTOGRAPHY QUAL/QUAN 2 - FACILITY,184
301000240,"FATS/LIPIDS, FECES, QUANTITATIVE - FACILITY",216
301000241,"LACTOFERRIN, FECAL, QUAL - FACILITY",115
301000243,FELBAMATE ASSAY - FACILITY,139
301000244,DRUG SCREENING FENTANYL - FACILITY,176
301000245,DRUG SCREENING FENTANYL - FACILITY,163
